label,area,,,,area
675,0.638667334,101.6820202,0.053890123,5.389012333,0.638667334
,,0,0,0,
432,0.64896842,102.3309886,0.054234068,5.423406799,0.64896842
,,0,0,0,
577,0.64896842,102.979957,0.054578013,5.457801265,0.64896842
,,0,0,0,
51,0.659269506,103.6392265,0.054927417,5.492741676,0.659269506
,,0,0,0,
54,0.669570592,104.3087971,0.05528228,5.52822803,0.669570592
,,0,0,0,
424,0.679871678,104.9886688,0.055642603,5.564260328,0.679871678
,,0,0,0,
540,0.679871678,105.6685405,0.056002926,5.600292626,0.679871678
,,0,0,0,
714,0.679871678,106.3484122,0.056363249,5.636324924,0.679871678
,,0,0,0,
425,0.690172764,107.0385849,0.056729032,5.672903166,0.690172764
,,0,0,0,
631,0.690172764,107.7287577,0.057094814,5.709481408,0.690172764
,,0,0,0,
400,0.721076022,108.4498337,0.057476975,5.747697482,0.721076022
,,0,0,0,
755,0.731377108,109.1812108,0.057864595,5.786459499,0.731377108
,,0,0,0,
479,0.762280366,109.9434912,0.058268593,5.826859348,0.762280366
,,0,0,0,
144,0.772581452,110.7160726,0.058678051,5.867805142,0.772581452
,,0,0,0,
894,0.772581452,111.4886541,0.059087509,5.908750935,0.772581452
,,0,0,0,
56,0.782882538,112.2715366,0.059502427,5.950242672,0.782882538
,,0,0,0,
811,0.782882538,113.0544192,0.059917344,5.991734409,0.782882538
,,0,0,0,
14,0.793183624,113.8476028,0.060337721,6.03377209,0.793183624
,,0,0,0,
19,0.793183624,114.6407864,0.060758098,6.075809771,0.793183624
,,0,0,0,
863,0.793183624,115.43397,0.061178475,6.117847452,0.793183624
,,0,0,0,
158,0.80348471,116.2374547,0.061604311,6.160431077,0.80348471
,,0,0,0,
806,0.80348471,117.0409395,0.062030147,6.203014702,0.80348471
,,0,0,0,
114,0.813785796,117.8547253,0.062461443,6.246144271,0.813785796
,,0,0,0,
129,0.813785796,118.6685111,0.062892738,6.28927384,0.813785796
,,0,0,0,
248,0.813785796,119.4822968,0.063324034,6.332403409,0.813785796
,,0,0,0,
369,0.813785796,120.2960826,0.06375533,6.375532978,0.813785796
,,0,0,0,
652,0.824086882,121.1201695,0.064192085,6.419208491,0.824086882
,,0,0,0,
830,0.834387968,121.9545575,0.064634299,6.463429947,0.834387968
,,0,0,0,
921,0.834387968,122.7889455,0.065076514,6.507651404,0.834387968
,,0,0,0,
491,0.844689054,123.6336345,0.065524188,6.552418804,0.844689054
,,0,0,0,
587,0.85499014,124.4886247,0.065977321,6.597732149,0.85499014
,,0,0,0,
497,0.865291226,125.3539159,0.066435914,6.643591437,0.865291226
,,0,0,0,
893,0.875592312,126.2295082,0.066899967,6.68999667,0.875592312
,,0,0,0,
67,0.885893398,127.1154016,0.067369478,6.736947846,0.885893398
,,0,0,0,
183,0.885893398,128.001295,0.06783899,6.783899022,0.885893398
,,0,0,0,
746,0.885893398,128.8871884,0.068308502,6.830850198,0.885893398
,,0,0,0,
869,0.896194485,129.7833829,0.068783473,6.878347319,0.896194485
,,0,0,0,
256,0.906495571,130.6898784,0.069263904,6.926390383,0.906495571
,,0,0,0,
517,0.906495571,131.596374,0.069744334,6.974433447,0.906495571
,,0,0,0,
75,0.916796657,132.5131707,0.070230225,7.023022455,0.916796657
,,0,0,0,
91,0.937398829,133.4505695,0.070727034,7.07270335,0.937398829
,,0,0,0,
321,0.937398829,134.3879683,0.071223842,7.122384246,0.937398829
,,0,0,0,
141,0.958001001,135.3459693,0.07173157,7.17315703,0.958001001
,,0,0,0,
691,0.988904259,136.3348736,0.072255676,7.225567645,0.988904259
,,0,0,0,
803,0.999205345,137.3340789,0.072785242,7.278524204,0.999205345
,,0,0,0,
815,1.009506431,138.3435854,0.073320267,7.332026708,1.009506431
,,0,0,0,
150,1.019807517,139.3633929,0.073860752,7.386075155,1.019807517
,,0,0,0,
630,1.019807517,140.3832004,0.074401236,7.440123602,1.019807517
,,0,0,0,
833,1.019807517,141.4030079,0.07494172,7.494172049,1.019807517
,,0,0,0,
52,1.030108603,142.4331165,0.075487664,7.54876644,1.030108603
,,0,0,0,
725,1.030108603,143.4632251,0.076033608,7.603360831,1.030108603
,,0,0,0,
416,1.050710775,144.5139359,0.076590471,7.659047109,1.050710775
,,0,0,0,
454,1.050710775,145.5646467,0.077147334,7.714733388,1.050710775
,,0,0,0,
622,1.050710775,146.6153574,0.077704197,7.770419667,1.050710775
,,0,0,0,
628,1.050710775,147.6660682,0.078261059,7.826105946,1.050710775
,,0,0,0,
156,1.091915119,148.7579833,0.07883976,7.883976,1.091915119
,,0,0,0,
348,1.091915119,149.8498985,0.079418461,7.941846055,1.091915119
,,0,0,0,
191,1.112517291,150.9624158,0.08000808,8.000807997,1.112517291
,,0,0,0,
736,1.112517291,152.074933,0.080597699,8.059769939,1.112517291
,,0,0,0,
916,1.112517291,153.1874503,0.081187319,8.118731881,1.112517291
,,0,0,0,
23,1.122818377,154.3102687,0.081782398,8.178239768,1.122818377
,,0,0,0,
772,1.122818377,155.4330871,0.082377477,8.237747654,1.122818377
,,0,0,0,
712,1.133119463,156.5662066,0.082978015,8.297801484,1.133119463
,,0,0,0,
620,1.143420549,157.7096271,0.083584013,8.358401258,1.143420549
,,0,0,0,
781,1.143420549,158.8530476,0.08419001,8.419001032,1.143420549
,,0,0,0,
908,1.143420549,159.9964682,0.084796008,8.479600806,1.143420549
,,0,0,0,
410,1.205227065,161.2016953,0.085434762,8.543476243,1.205227065
,,0,0,0,
616,1.215528151,162.4172234,0.086078976,8.607897625,1.215528151
,,0,0,0,
799,1.215528151,163.6327516,0.08672319,8.672319006,1.215528151
,,0,0,0,
396,1.225829237,164.8585808,0.087372863,8.737286331,1.225829237
,,0,0,0,
194,1.236130323,166.0947111,0.088027996,8.8027996,1.236130323
,,0,0,0,
838,1.256732496,167.3514436,0.088694048,8.869404757,1.256732496
,,0,0,0,
859,1.256732496,168.6081761,0.089360099,8.936009914,1.256732496
,,0,0,0,
11,1.267033582,169.8752097,0.09003161,9.003161015,1.267033582
,,0,0,0,
281,1.277334668,171.1525444,0.090708581,9.07085806,1.277334668
,,0,0,0,
687,1.277334668,172.429879,0.091385551,9.138555105,1.277334668
,,0,0,0,
115,1.287635754,173.7175148,0.092067981,9.206798094,1.287635754
,,0,0,0,
312,1.287635754,175.0051505,0.092750411,9.275041082,1.287635754
,,0,0,0,
496,1.287635754,176.2927863,0.093432841,9.343284071,1.287635754
,,0,0,0,
448,1.29793684,177.5907231,0.09412073,9.412073004,1.29793684
,,0,0,0,
710,1.308237926,178.8989611,0.094814079,9.48140788,1.308237926
,,0,0,0,
731,1.308237926,180.207199,0.095507428,9.550742757,1.308237926
,,0,0,0,
212,1.34944227,181.5566413,0.096222614,9.622261409,1.34944227
,,0,0,0,
378,1.359743356,182.9163846,0.09694326,9.694326005,1.359743356
,,0,0,0,
242,1.370044442,184.2864291,0.097669365,9.766936545,1.370044442
,,0,0,0,
563,1.4009477,185.6873768,0.098411849,9.841184917,1.4009477
,,0,0,0,
802,1.411248786,187.0986255,0.099159792,9.915979232,1.411248786
,,0,0,0,
594,1.45245313,188.5510787,0.099929573,9.992957324,1.45245313
,,0,0,0,
644,1.473055302,190.024134,0.100710273,10.0710273,1.473055302
,,0,0,0,
896,1.483356388,191.5074904,0.101496432,10.14964323,1.483356388
,,0,0,0,
632,1.493657474,193.0011478,0.102288051,10.22880509,1.493657474
,,0,0,0,
848,1.493657474,194.4948053,0.10307967,10.30796696,1.493657474
,,0,0,0,
782,1.524560732,196.019366,0.103887667,10.38876666,1.524560732
,,0,0,0,
722,1.534861818,197.5542279,0.104701123,10.4701123,1.534861818
,,0,0,0,
756,1.627571593,199.1817995,0.105563714,10.55637144,1.627571593
,,0,0,0,
752,1.648173765,200.8299732,0.106437225,10.64372246,1.648173765
,,0,0,0,
294,1.668775937,202.4987492,0.107321654,10.73216538,1.668775937
,,0,0,0,
660,1.679077023,204.1778262,0.108211542,10.82115423,1.679077023
,,0,0,0,
383,1.720281367,205.8981075,0.109123269,10.91232687,1.720281367
,,0,0,0,
375,1.730582453,207.62869,0.110040454,11.00404544,1.730582453
,,0,0,0,
765,1.740883539,209.3695735,0.1109631,11.09630997,1.740883539
,,0,0,0,
108,1.771786797,211.1413603,0.111902123,11.19021232,1.771786797
,,0,0,0,
778,1.771786797,212.9131471,0.112841147,11.28411467,1.771786797
,,0,0,0,
201,1.782087883,214.695235,0.11378563,11.37856297,1.782087883
,,0,0,0,
364,1.782087883,216.4773229,0.114730113,11.47301126,1.782087883
,,0,0,0,
549,1.782087883,218.2594108,0.115674596,11.56745956,1.782087883
,,0,0,0,
600,1.782087883,220.0414987,0.116619079,11.66190786,1.782087883
,,0,0,0,
776,1.782087883,221.8235865,0.117563562,11.75635615,1.782087883
,,0,0,0,
123,1.812991141,223.6365777,0.118524423,11.85244228,1.812991141
,,0,0,0,
593,1.823292227,225.4598699,0.119490744,11.94907435,1.823292227
,,0,0,0,
180,1.854195485,227.3140654,0.120473443,12.04734426,1.854195485
,,0,0,0,
372,1.854195485,229.1682609,0.121456142,12.14561416,1.854195485
,,0,0,0,
16,1.874797657,231.0430585,0.12244976,12.24497595,1.874797657
,,0,0,0,
316,1.885098743,232.9281573,0.123448837,12.34488369,1.885098743
,,0,0,0,
519,1.916002001,234.8441593,0.124464293,12.44642925,1.916002001
,,0,0,0,
733,1.967507431,236.8116667,0.125507045,12.55070454,1.967507431
,,0,0,0,
567,1.977808518,238.7894752,0.126555258,12.65552577,1.977808518
,,0,0,0,
319,1.988109604,240.7775848,0.127608929,12.76089295,1.988109604
,,0,0,0,
825,2.019012862,242.7965977,0.12867898,12.86789795,2.019012862
,,0,0,0,
844,2.019012862,244.8156106,0.12974903,12.97490296,2.019012862
,,0,0,0,
909,2.029313948,246.8449245,0.130824539,13.08245391,2.029313948
,,0,0,0,
112,2.070518292,248.9154428,0.131921886,13.19218863,2.070518292
,,0,0,0,
451,2.091120464,251.0065633,0.133030152,13.30301525,2.091120464
,,0,0,0,
877,2.122023722,253.128587,0.134154797,13.41547969,2.122023722
,,0,0,0,
94,2.142625894,255.2712129,0.13529036,13.52903603,2.142625894
,,0,0,0,
237,2.15292698,257.4241399,0.136431383,13.6431383,2.15292698
,,0,0,0,
124,2.183830238,259.6079701,0.137588784,13.75887841,2.183830238
,,0,0,0,
757,2.183830238,261.7918003,0.138746185,13.87461852,2.183830238
,,0,0,0,
670,2.245636754,264.0374371,0.139936343,13.99363429,2.245636754
,,0,0,0,
79,2.276540012,266.3139771,0.141142879,14.1142879,2.276540012
,,0,0,0,
483,2.286841098,268.6008182,0.142354874,14.23548745,2.286841098
,,0,0,0,
673,2.286841098,270.8876593,0.14356687,14.35668699,2.286841098
,,0,0,0,
273,2.297142184,273.1848015,0.144784325,14.47843249,2.297142184
,,0,0,0,
676,2.297142184,275.4819437,0.14600178,14.60017798,2.297142184
,,0,0,0,
839,2.297142184,277.7790859,0.147219235,14.72192347,2.297142184
,,0,0,0,
646,2.348647615,280.1277335,0.148463987,14.84639868,2.348647615
,,0,0,0,
264,2.358948701,282.4866822,0.149714198,14.97141984,2.358948701
,,0,0,0,
786,2.389851959,284.8765341,0.150980788,15.09807882,2.389851959
,,0,0,0,
581,2.472260647,287.3487948,0.152291054,15.22910536,2.472260647
,,0,0,0,
238,2.523766077,289.8725608,0.153628616,15.36286162,2.523766077
,,0,0,0,
605,2.534067163,292.406628,0.154971638,15.49716382,2.534067163
,,0,0,0,
730,2.534067163,294.9406952,0.15631466,15.63146602,2.534067163
,,0,0,0,
133,2.719486712,297.6601819,0.157755952,15.77559522,2.719486712
,,0,0,0,
598,2.8018954,300.4620773,0.15924092,15.92409196,2.8018954
,,0,0,0,
506,2.85340083,303.3154781,0.160753184,16.07531842,2.85340083
,,0,0,0,
740,2.884304088,306.1997822,0.162281827,16.22818272,2.884304088
,,0,0,0,
388,2.977013862,309.1767961,0.163859605,16.38596051,2.977013862
,,0,0,0,
399,3.028519292,312.2053154,0.16546468,16.54646802,3.028519292
,,0,0,0,
658,3.069723637,315.275039,0.167091593,16.7091593,3.069723637
,,0,0,0,
494,3.110927981,318.385967,0.168740344,16.87403436,3.110927981
,,0,0,0,
471,3.275745357,321.6617123,0.170476445,17.04764453,3.275745357
,,0,0,0,
524,3.296347529,324.9580599,0.172223466,17.22234658,3.296347529
,,0,0,0,
98,3.327250787,328.2853107,0.173986865,17.39868646,3.327250787
,,0,0,0,
744,3.327250787,331.6125614,0.175750263,17.57502634,3.327250787
,,0,0,0,
207,3.461164906,335.0737263,0.177584635,17.7584635,3.461164906
,,0,0,0,
477,3.492068164,338.5657945,0.179435385,17.94353848,3.492068164
,,0,0,0,
8,3.50236925,342.0681638,0.181291594,18.12915941,3.50236925
,,0,0,0,
805,3.522971422,345.5911352,0.183158722,18.31587223,3.522971422
,,0,0,0,
579,3.574476852,349.165612,0.185053148,18.50531476,3.574476852
,,0,0,0,
163,3.60538011,352.7709921,0.186963951,18.69639513,3.60538011
,,0,0,0,
760,3.646584454,356.4175766,0.188896593,18.88965928,3.646584454
,,0,0,0,
254,3.687788798,360.1053654,0.190851072,19.0851072,3.687788798
,,0,0,0,
147,3.718692056,363.8240575,0.192821929,19.28219295,3.718692056
,,0,0,0,
402,3.759896401,367.5839539,0.194814625,19.48146247,3.759896401
,,0,0,0,
586,3.801100745,371.3850546,0.196829158,19.68291578,3.801100745
,,0,0,0,
368,3.821702917,375.2067575,0.19885461,19.88546097,3.821702917
,,0,0,0,
664,3.832004003,379.0387615,0.200885521,20.0885521,3.832004003
,,0,0,0,
307,3.904111605,382.9428731,0.202954648,20.29546484,3.904111605
,,0,0,0,
331,3.996821379,386.9396945,0.205072911,20.50729108,3.996821379
,,0,0,0,
537,4.007122465,390.946817,0.207196633,20.71966326,4.007122465
,,0,0,0,
235,4.017423551,394.9642405,0.209325814,20.93258139,4.017423551
,,0,0,0,
335,4.182240928,399.1464814,0.211542346,21.15423461,4.182240928
,,0,0,0,
353,4.2028431,403.3493245,0.213769797,21.37697973,4.2028431
,,0,0,0,
265,4.35735939,407.7066839,0.21607914,21.607914,4.35735939
,,0,0,0,
601,4.35735939,412.0640433,0.218388483,21.83884828,4.35735939
,,0,0,0,
249,4.480972423,416.5450157,0.220763339,22.07633388,4.480972423
,,0,0,0,
419,4.501574595,421.0465903,0.223149114,22.31491137,4.501574595
,,0,0,0,
727,4.738499573,425.7850899,0.225660456,22.56604556,4.738499573
,,0,0,0,
688,4.862112606,430.6472025,0.228237311,22.82373109,4.862112606
,,0,0,0,
548,4.923919122,435.5711216,0.230846923,23.08469228,4.923919122
,,0,0,0,
504,5.150543014,440.7216647,0.233576642,23.35766423,5.150543014
,,0,0,0,
624,5.191747359,445.913412,0.2363282,23.63281996,5.191747359
,,0,0,0,
351,5.202048445,451.1154605,0.239085216,23.90852164,5.202048445
,,0,0,0,
615,5.222650617,456.3381111,0.241853152,24.1853152,5.222650617
,,0,0,0,
828,5.243252789,461.5813639,0.244632007,24.46320065,5.243252789
,,0,0,0,
846,5.428672337,467.0100362,0.247509131,24.75091309,5.428672337
,,0,0,0,
367,5.449274509,472.4593107,0.250397174,25.03971742,5.449274509
,,0,0,0,
352,5.614091886,478.0734026,0.253372569,25.33725685,5.614091886
,,0,0,0,
515,5.881920122,483.9553227,0.256489908,25.64899082,5.881920122
,,0,0,0,
453,5.902522294,489.857845,0.259618167,25.96181668,5.902522294
,,0,0,0,
583,5.933425553,495.7912706,0.262762804,26.27628037,5.933425553
,,0,0,0,
853,6.221855961,502.0131265,0.266060305,26.6060305,6.221855961
,,0,0,0,
585,6.757512435,508.770639,0.269641697,26.9641697,6.757512435
,,0,0,0,
274,6.942931983,515.7135709,0.273321359,27.3321359,6.942931983
,,0,0,0,
561,7.128351532,522.8419225,0.277099291,27.70992908,7.128351532
,,0,0,0,
888,7.396179769,530.2381022,0.281019168,28.10191681,7.396179769
,,0,0,0,
168,7.839126468,538.0772287,0.285173801,28.51738012,7.839126468
,,0,0,0,
257,7.952438414,546.0296671,0.289388488,28.93884882,7.952438414
,,0,0,0,
866,7.952438414,553.9821055,0.293603175,29.36031752,7.952438414
,,0,0,0,
418,8.209965565,562.1920711,0.297954348,29.79543482,8.209965565
,,0,0,0,
716,8.374782941,570.566854,0.302392872,30.23928722,8.374782941
,,0,0,0,
819,8.632310092,579.1991641,0.306967882,30.69678821,8.632310092
,,0,0,0,
322,8.673514436,587.8726786,0.31156473,31.15647298,8.673514436
,,0,0,0,
171,8.755923124,596.6286017,0.316205253,31.62052531,8.755923124
,,0,0,0,
749,9.044353533,605.6729552,0.320998641,32.09986406,9.044353533
,,0,0,0,
459,9.662418695,615.3353739,0.326119594,32.61195945,9.662418695
,,0,0,0,
518,9.827236071,625.16261,0.331327899,33.13278994,9.827236071
,,0,0,0,
874,9.930246932,635.0928569,0.336590799,33.65907987,9.930246932
,,0,0,0,
872,10.01265562,645.1055126,0.341897373,34.18973735,10.01265562
,,0,0,0,
72,10.15687082,655.2623834,0.34728038,34.72803804,10.15687082
,,0,0,0,
595,10.177473,665.4398564,0.352674306,35.26743062,10.177473
,,0,0,0,
857,10.54831209,675.9881685,0.358264772,35.82647719,10.54831209
,,0,0,0,
679,10.55861318,686.5467816,0.363860697,36.3860697,10.55861318
,,0,0,0,
750,10.77493599,697.3217176,0.36957127,36.95712702,10.77493599
,,0,0,0,
3,10.81614033,708.137858,0.375303681,37.53036813,10.81614033
,,0,0,0,
634,11.2796892,719.4175472,0.381281767,38.12817671,11.2796892
,,0,0,0,
804,11.76384024,731.1813874,0.387516447,38.75164466,11.76384024
,,0,0,0,
619,12.04196957,743.223357,0.393898531,39.38985309,12.04196957
,,0,0,0,
693,12.26859346,755.4919504,0.400400723,40.04007228,12.26859346
,,0,0,0,
441,12.95876622,768.4507167,0.407268697,40.72686972,12.95876622
,,0,0,0,
609,14.5966389,783.0473556,0.415004722,41.50047224,14.5966389
,,0,0,0,
291,15.24560732,798.2929629,0.423084692,42.30846923,15.24560732
,,0,0,0,
818,15.82246814,814.115431,0.431470391,43.14703907,15.82246814
,,0,0,0,
70,16.27571593,830.391147,0.440096305,44.00963045,16.27571593
,,0,0,0,
545,16.7392648,847.1304117,0.448967893,44.8967893,16.7392648
,,0,0,0,
878,16.86287783,863.9932896,0.457904995,45.79049948,16.86287783
,,0,0,0,
696,17.31612561,881.3094152,0.467082312,46.7082312,17.31612561
,,0,0,0,
470,17.33672779,898.646143,0.476270548,47.6270548,17.33672779
,,0,0,0,
638,19.37634282,918.0224858,0.486539753,48.65397529,19.37634282
,,0,0,0,
557,20.67427966,938.6967655,0.497496847,49.74968472,20.67427966
,,0,0,0,
831,22.28124908,960.9780145,0.509305614,50.93056139,22.28124908
,,0,0,0,
715,23.5173794,984.4953939,0.521769513,52.17695134,23.5173794
,,0,0,0,
386,25.52609118,1010.021485,0.535298003,53.52980035,25.52609118
,,0,0,0,
493,25.88662919,1035.908114,0.549017574,54.90175739,25.88662919
,,0,0,0,
798,27.56570621,1063.473821,0.563627033,56.3627033,27.56570621
,,0,0,0,
309,28.74003002,1092.213851,0.578858868,57.8858868,28.74003002
,,0,0,0,
444,31.01657003,1123.230421,0.595297239,59.52972392,31.01657003
,,0,0,0,
406,32.24239927,1155.47282,0.612385284,61.23852835,32.24239927
,,0,0,0,
199,41.93572122,1197.408541,0.63461066,63.46106601,41.93572122
,,0,0,0,
606,42.85251788,1240.261059,0.657321927,65.73219267,42.85251788
,,0,0,0,
639,43.63540042,1283.896459,0.680448111,68.04481108,43.63540042
,,0,0,0,
604,52.41192571,1336.308385,0.708225737,70.82257369,52.41192571
,,0,0,0,
12,52.58704418,1388.895429,0.736096173,73.60961735,52.58704418
,,0,0,0,
83,53.63775495,1442.533184,0.764523473,76.45234729,53.63775495
,,0,0,0,
287,59.09733055,1501.630515,0.795844275,79.5844275,59.09733055
,,0,0,0,
270,95.66618595,1597.296701,0.846546086,84.65460859,95.66618595
,,0,0,0,
36,141.887159,1739.18386,0.9217444,92.17444,141.887159
,,0,0,0,
672,147.6557671,1886.839627,1,100,147.6557671
,,,,,
0,,,,,
