label,area,,,,area
,,0,0,0,
625,0.082408688,13.86526179,0.007348405,0.734840502,0.082408688
,,0,0,0,
633,0.082408688,13.94767048,0.007392081,0.739208054,0.082408688
,,0,0,0,
635,0.082408688,14.03007917,0.007435756,0.743575605,0.082408688
,,0,0,0,
641,0.082408688,14.11248786,0.007479432,0.747943156,0.082408688
,,0,0,0,
661,0.082408688,14.19489655,0.007523107,0.752310708,0.082408688
,,0,0,0,
689,0.082408688,14.27730524,0.007566783,0.756678259,0.082408688
,,0,0,0,
694,0.082408688,14.35971392,0.007610458,0.76104581,0.082408688
,,0,0,0,
747,0.082408688,14.44212261,0.007654134,0.765413361,0.082408688
,,0,0,0,
816,0.082408688,14.5245313,0.007697809,0.769780913,0.082408688
,,0,0,0,
826,0.082408688,14.60693999,0.007741485,0.774148464,0.082408688
,,0,0,0,
835,0.082408688,14.68934868,0.00778516,0.778516015,0.082408688
,,0,0,0,
876,0.082408688,14.77175737,0.007828836,0.782883567,0.082408688
,,0,0,0,
903,0.082408688,14.85416605,0.007872511,0.787251118,0.082408688
,,0,0,0,
26,0.092709774,14.94687583,0.007921646,0.792164613,0.092709774
,,0,0,0,
31,0.092709774,15.0395856,0.007970781,0.797078108,0.092709774
,,0,0,0,
57,0.092709774,15.13229538,0.008019916,0.801991603,0.092709774
,,0,0,0,
80,0.092709774,15.22500515,0.008069051,0.806905099,0.092709774
,,0,0,0,
88,0.092709774,15.31771492,0.008118186,0.811818594,0.092709774
,,0,0,0,
106,0.092709774,15.4104247,0.008167321,0.816732089,0.092709774
,,0,0,0,
227,0.092709774,15.50313447,0.008216456,0.821645584,0.092709774
,,0,0,0,
230,0.092709774,15.59584425,0.008265591,0.826559079,0.092709774
,,0,0,0,
286,0.092709774,15.68855402,0.008314726,0.831472575,0.092709774
,,0,0,0,
299,0.092709774,15.7812638,0.008363861,0.83638607,0.092709774
,,0,0,0,
373,0.092709774,15.87397357,0.008412996,0.841299565,0.092709774
,,0,0,0,
438,0.092709774,15.96668334,0.008462131,0.84621306,0.092709774
,,0,0,0,
457,0.092709774,16.05939312,0.008511266,0.851126555,0.092709774
,,0,0,0,
511,0.092709774,16.15210289,0.008560401,0.85604005,0.092709774
,,0,0,0,
565,0.092709774,16.24481267,0.008609535,0.860953546,0.092709774
,,0,0,0,
599,0.092709774,16.33752244,0.00865867,0.865867041,0.092709774
,,0,0,0,
608,0.092709774,16.43023222,0.008707805,0.870780536,0.092709774
,,0,0,0,
611,0.092709774,16.52294199,0.00875694,0.875694031,0.092709774
,,0,0,0,
617,0.092709774,16.61565176,0.008806075,0.880607526,0.092709774
,,0,0,0,
662,0.092709774,16.70836154,0.00885521,0.885521022,0.092709774
,,0,0,0,
698,0.092709774,16.80107131,0.008904345,0.890434517,0.092709774
,,0,0,0,
708,0.092709774,16.89378109,0.00895348,0.895348012,0.092709774
,,0,0,0,
925,0.092709774,16.98649086,0.009002615,0.900261507,0.092709774
,,0,0,0,
63,0.10301086,17.08950172,0.009057209,0.905720946,0.10301086
,,0,0,0,
173,0.10301086,17.19251258,0.009111804,0.911180385,0.10301086
,,0,0,0,
198,0.10301086,17.29552344,0.009166398,0.916639824,0.10301086
,,0,0,0,
221,0.10301086,17.3985343,0.009220993,0.922099264,0.10301086
,,0,0,0,
232,0.10301086,17.50154516,0.009275587,0.927558703,0.10301086
,,0,0,0,
234,0.10301086,17.60455602,0.009330181,0.933018142,0.10301086
,,0,0,0,
382,0.10301086,17.70756688,0.009384776,0.938477581,0.10301086
,,0,0,0,
387,0.10301086,17.81057774,0.00943937,0.94393702,0.10301086
,,0,0,0,
456,0.10301086,17.9135886,0.009493965,0.949396459,0.10301086
,,0,0,0,
535,0.10301086,18.01659946,0.009548559,0.954855898,0.10301086
,,0,0,0,
550,0.10301086,18.11961032,0.009603153,0.960315337,0.10301086
,,0,0,0,
603,0.10301086,18.22262118,0.009657748,0.965774776,0.10301086
,,0,0,0,
645,0.10301086,18.32563205,0.009712342,0.971234215,0.10301086
,,0,0,0,
709,0.10301086,18.42864291,0.009766937,0.976693654,0.10301086
,,0,0,0,
728,0.10301086,18.53165377,0.009821531,0.982153094,0.10301086
,,0,0,0,
775,0.10301086,18.63466463,0.009876125,0.987612533,0.10301086
,,0,0,0,
871,0.10301086,18.73767549,0.00993072,0.993071972,0.10301086
,,0,0,0,
907,0.10301086,18.84068635,0.009985314,0.998531411,0.10301086
,,0,0,0,
40,0.113311946,18.95399829,0.010045368,1.004536794,0.113311946
,,0,0,0,
181,0.113311946,19.06731024,0.010105422,1.010542177,0.113311946
,,0,0,0,
190,0.113311946,19.18062219,0.010165476,1.01654756,0.113311946
,,0,0,0,
197,0.113311946,19.29393413,0.010225529,1.022552943,0.113311946
,,0,0,0,
204,0.113311946,19.40724608,0.010285583,1.028558326,0.113311946
,,0,0,0,
226,0.113311946,19.52055802,0.010345637,1.034563709,0.113311946
,,0,0,0,
339,0.113311946,19.63386997,0.010405691,1.040569092,0.113311946
,,0,0,0,
408,0.113311946,19.74718192,0.010465745,1.046574475,0.113311946
,,0,0,0,
542,0.113311946,19.86049386,0.010525799,1.052579858,0.113311946
,,0,0,0,
573,0.113311946,19.97380581,0.010585852,1.058585241,0.113311946
,,0,0,0,
580,0.113311946,20.08711776,0.010645906,1.064590624,0.113311946
,,0,0,0,
695,0.113311946,20.2004297,0.01070596,1.070596007,0.113311946
,,0,0,0,
787,0.113311946,20.31374165,0.010766014,1.07660139,0.113311946
,,0,0,0,
864,0.113311946,20.4270536,0.010826068,1.082606773,0.113311946
,,0,0,0,
885,0.113311946,20.54036554,0.010886122,1.088612156,0.113311946
,,0,0,0,
886,0.113311946,20.65367749,0.010946175,1.094617539,0.113311946
,,0,0,0,
923,0.113311946,20.76698943,0.011006229,1.100622922,0.113311946
,,0,0,0,
126,0.123613032,20.89060247,0.011071742,1.107174249,0.123613032
,,0,0,0,
184,0.123613032,21.0142155,0.011137256,1.113725576,0.123613032
,,0,0,0,
213,0.123613032,21.13782853,0.011202769,1.120276903,0.123613032
,,0,0,0,
216,0.123613032,21.26144156,0.011268282,1.12682823,0.123613032
,,0,0,0,
252,0.123613032,21.3850546,0.011333796,1.133379557,0.123613032
,,0,0,0,
258,0.123613032,21.50866763,0.011399309,1.139930884,0.123613032
,,0,0,0,
377,0.123613032,21.63228066,0.011464822,1.14648221,0.123613032
,,0,0,0,
452,0.123613032,21.75589369,0.011530335,1.153033537,0.123613032
,,0,0,0,
572,0.123613032,21.87950673,0.011595849,1.159584864,0.123613032
,,0,0,0,
591,0.123613032,22.00311976,0.011661362,1.166136191,0.123613032
,,0,0,0,
618,0.123613032,22.12673279,0.011726875,1.172687518,0.123613032
,,0,0,0,
671,0.123613032,22.25034582,0.011792388,1.179238845,0.123613032
,,0,0,0,
742,0.123613032,22.37395885,0.011857902,1.185790172,0.123613032
,,0,0,0,
841,0.123613032,22.49757189,0.011923415,1.192341499,0.123613032
,,0,0,0,
38,0.133914118,22.63148601,0.011994388,1.19943877,0.133914118
,,0,0,0,
121,0.133914118,22.76540012,0.01206536,1.20653604,0.133914118
,,0,0,0,
154,0.133914118,22.89931424,0.012136333,1.213633311,0.133914118
,,0,0,0,
193,0.133914118,23.03322836,0.012207306,1.220730582,0.133914118
,,0,0,0,
233,0.133914118,23.16714248,0.012278279,1.227827853,0.133914118
,,0,0,0,
405,0.133914118,23.3010566,0.012349251,1.234925124,0.133914118
,,0,0,0,
433,0.133914118,23.43497072,0.012420224,1.242022395,0.133914118
,,0,0,0,
521,0.133914118,23.56888483,0.012491197,1.249119665,0.133914118
,,0,0,0,
551,0.133914118,23.70279895,0.012562169,1.256216936,0.133914118
,,0,0,0,
637,0.133914118,23.83671307,0.012633142,1.263314207,0.133914118
,,0,0,0,
647,0.133914118,23.97062719,0.012704115,1.270411478,0.133914118
,,0,0,0,
669,0.133914118,24.10454131,0.012775087,1.277508749,0.133914118
,,0,0,0,
704,0.133914118,24.23845543,0.01284606,1.28460602,0.133914118
,,0,0,0,
718,0.133914118,24.37236954,0.012917033,1.29170329,0.133914118
,,0,0,0,
861,0.133914118,24.50628366,0.012988006,1.298800561,0.133914118
,,0,0,0,
898,0.133914118,24.64019778,0.013058978,1.305897832,0.133914118
,,0,0,0,
922,0.133914118,24.7741119,0.013129951,1.312995103,0.133914118
,,0,0,0,
928,0.133914118,24.90802602,0.013200924,1.320092374,0.133914118
,,0,0,0,
17,0.144215204,25.05224122,0.013277356,1.327735588,0.144215204
,,0,0,0,
43,0.144215204,25.19645643,0.013353788,1.335378803,0.144215204
,,0,0,0,
61,0.144215204,25.34067163,0.01343022,1.343022018,0.144215204
,,0,0,0,
157,0.144215204,25.48488684,0.013506652,1.350665233,0.144215204
,,0,0,0,
325,0.144215204,25.62910204,0.013583084,1.358308447,0.144215204
,,0,0,0,
344,0.144215204,25.77331724,0.013659517,1.365951662,0.144215204
,,0,0,0,
362,0.144215204,25.91753245,0.013735949,1.373594877,0.144215204
,,0,0,0,
384,0.144215204,26.06174765,0.013812381,1.381238092,0.144215204
,,0,0,0,
533,0.144215204,26.20596286,0.013888813,1.388881306,0.144215204
,,0,0,0,
543,0.144215204,26.35017806,0.013965245,1.396524521,0.144215204
,,0,0,0,
568,0.144215204,26.49439327,0.014041677,1.404167736,0.144215204
,,0,0,0,
574,0.144215204,26.63860847,0.01411811,1.411810951,0.144215204
,,0,0,0,
621,0.144215204,26.78282367,0.014194542,1.419454165,0.144215204
,,0,0,0,
666,0.144215204,26.92703888,0.014270974,1.42709738,0.144215204
,,0,0,0,
792,0.144215204,27.07125408,0.014347406,1.434740595,0.144215204
,,0,0,0,
836,0.144215204,27.21546929,0.014423838,1.442383809,0.144215204
,,0,0,0,
840,0.144215204,27.35968449,0.01450027,1.450027024,0.144215204
,,0,0,0,
902,0.144215204,27.5038997,0.014576702,1.457670239,0.144215204
,,0,0,0,
47,0.15451629,27.65841599,0.014658594,1.465859398,0.15451629
,,0,0,0,
109,0.15451629,27.81293228,0.014740486,1.474048556,0.15451629
,,0,0,0,
116,0.15451629,27.96744857,0.014822377,1.482237715,0.15451629
,,0,0,0,
188,0.15451629,28.12196486,0.014904269,1.490426874,0.15451629
,,0,0,0,
196,0.15451629,28.27648115,0.01498616,1.498616032,0.15451629
,,0,0,0,
209,0.15451629,28.43099744,0.015068052,1.506805191,0.15451629
,,0,0,0,
285,0.15451629,28.58551373,0.015149943,1.514994349,0.15451629
,,0,0,0,
304,0.15451629,28.74003002,0.015231835,1.523183508,0.15451629
,,0,0,0,
431,0.15451629,28.89454631,0.015313727,1.531372667,0.15451629
,,0,0,0,
467,0.15451629,29.0490626,0.015395618,1.539561825,0.15451629
,,0,0,0,
507,0.15451629,29.20357889,0.01547751,1.547750984,0.15451629
,,0,0,0,
556,0.15451629,29.35809518,0.015559401,1.555940143,0.15451629
,,0,0,0,
602,0.15451629,29.51261147,0.015641293,1.564129301,0.15451629
,,0,0,0,
701,0.15451629,29.66712776,0.015723185,1.57231846,0.15451629
,,0,0,0,
729,0.15451629,29.82164405,0.015805076,1.580507619,0.15451629
,,0,0,0,
837,0.15451629,29.97616034,0.015886968,1.588696777,0.15451629
,,0,0,0,
858,0.15451629,30.13067663,0.015968859,1.596885936,0.15451629
,,0,0,0,
59,0.164817376,30.29549401,0.01605621,1.605621038,0.164817376
,,0,0,0,
68,0.164817376,30.46031139,0.016143561,1.614356141,0.164817376
,,0,0,0,
155,0.164817376,30.62512876,0.016230912,1.623091244,0.164817376
,,0,0,0,
296,0.164817376,30.78994614,0.016318263,1.631826346,0.164817376
,,0,0,0,
446,0.164817376,30.95476352,0.016405614,1.640561449,0.164817376
,,0,0,0,
475,0.164817376,31.11958089,0.016492966,1.649296551,0.164817376
,,0,0,0,
807,0.164817376,31.28439827,0.016580317,1.658031654,0.164817376
,,0,0,0,
834,0.164817376,31.44921565,0.016667668,1.666766756,0.164817376
,,0,0,0,
875,0.164817376,31.61403302,0.016755019,1.675501859,0.164817376
,,0,0,0,
128,0.175118462,31.78915148,0.016847829,1.684782905,0.175118462
,,0,0,0,
381,0.175118462,31.96426995,0.01694064,1.694063952,0.175118462
,,0,0,0,
430,0.175118462,32.13938841,0.01703345,1.703344998,0.175118462
,,0,0,0,
636,0.175118462,32.31450687,0.01712626,1.712626045,0.175118462
,,0,0,0,
674,0.175118462,32.48962533,0.017219071,1.721907091,0.175118462
,,0,0,0,
690,0.175118462,32.6647438,0.017311881,1.731188138,0.175118462
,,0,0,0,
820,0.175118462,32.83986226,0.017404692,1.740469184,0.175118462
,,0,0,0,
883,0.175118462,33.01498072,0.017497502,1.749750231,0.175118462
,,0,0,0,
924,0.175118462,33.19009918,0.017590313,1.759031277,0.175118462
,,0,0,0,
66,0.185419549,33.37551873,0.017688583,1.768858268,0.185419549
,,0,0,0,
179,0.185419549,33.56093828,0.017786853,1.778685258,0.185419549
,,0,0,0,
239,0.185419549,33.74635783,0.017885122,1.788512248,0.185419549
,,0,0,0,
275,0.185419549,33.93177738,0.017983392,1.798339239,0.185419549
,,0,0,0,
288,0.185419549,34.11719693,0.018081662,1.808166229,0.185419549
,,0,0,0,
336,0.185419549,34.30261648,0.018179932,1.817993219,0.185419549
,,0,0,0,
523,0.185419549,34.48803602,0.018278202,1.82782021,0.185419549
,,0,0,0,
560,0.185419549,34.67345557,0.018376472,1.8376472,0.185419549
,,0,0,0,
640,0.185419549,34.85887512,0.018474742,1.847474191,0.185419549
,,0,0,0,
795,0.185419549,35.04429467,0.018573012,1.857301181,0.185419549
,,0,0,0,
800,0.185419549,35.22971422,0.018671282,1.867128171,0.185419549
,,0,0,0,
146,0.195720635,35.42543485,0.018775011,1.877501106,0.195720635
,,0,0,0,
177,0.195720635,35.62115549,0.01887874,1.88787404,0.195720635
,,0,0,0,
259,0.195720635,35.81687612,0.01898247,1.898246974,0.195720635
,,0,0,0,
463,0.195720635,36.01259676,0.019086199,1.908619908,0.195720635
,,0,0,0,
578,0.195720635,36.20831739,0.019189928,1.918992843,0.195720635
,,0,0,0,
761,0.195720635,36.40403803,0.019293658,1.929365777,0.195720635
,,0,0,0,
777,0.195720635,36.59975866,0.019397387,1.939738711,0.195720635
,,0,0,0,
850,0.195720635,36.79547929,0.019501116,1.950111646,0.195720635
,,0,0,0,
880,0.195720635,36.99119993,0.019604846,1.96048458,0.195720635
,,0,0,0,
900,0.195720635,37.18692056,0.019708575,1.970857514,0.195720635
,,0,0,0,
127,0.206021721,37.39294228,0.019817764,1.981776392,0.206021721
,,0,0,0,
137,0.206021721,37.59896401,0.019926953,1.99269527,0.206021721
,,0,0,0,
266,0.206021721,37.80498573,0.020036141,2.003614149,0.206021721
,,0,0,0,
305,0.206021721,38.01100745,0.02014533,2.014533027,0.206021721
,,0,0,0,
357,0.206021721,38.21702917,0.020254519,2.025451905,0.206021721
,,0,0,0,
360,0.206021721,38.42305089,0.020363708,2.036370783,0.206021721
,,0,0,0,
439,0.206021721,38.62907261,0.020472897,2.047289661,0.206021721
,,0,0,0,
509,0.206021721,38.83509433,0.020582085,2.05820854,0.206021721
,,0,0,0,
562,0.206021721,39.04111605,0.020691274,2.069127418,0.206021721
,,0,0,0,
751,0.206021721,39.24713777,0.020800463,2.080046296,0.206021721
,,0,0,0,
225,0.216322807,39.46346058,0.020915111,2.091511118,0.216322807
,,0,0,0,
315,0.216322807,39.67978338,0.021029759,2.10297594,0.216322807
,,0,0,0,
912,0.216322807,39.89610619,0.021144408,2.114440762,0.216322807
,,0,0,0,
251,0.226623893,40.12273008,0.021264515,2.126451528,0.226623893
,,0,0,0,
403,0.226623893,40.34935397,0.021384623,2.138462294,0.226623893
,,0,0,0,
437,0.226623893,40.57597787,0.021504731,2.15047306,0.226623893
,,0,0,0,
478,0.226623893,40.80260176,0.021624838,2.162483826,0.226623893
,,0,0,0,
558,0.226623893,41.02922565,0.021744946,2.174494592,0.226623893
,,0,0,0,
280,0.236924979,41.26615063,0.021870513,2.187051302,0.236924979
,,0,0,0,
334,0.236924979,41.50307561,0.02199608,2.199608012,0.236924979
,,0,0,0,
576,0.236924979,41.74000059,0.022121647,2.212164722,0.236924979
,,0,0,0,
610,0.236924979,41.97692557,0.022247214,2.224721432,0.236924979
,,0,0,0,
85,0.247226065,42.22415163,0.022378241,2.237824086,0.247226065
,,0,0,0,
122,0.247226065,42.4713777,0.022509267,2.25092674,0.247226065
,,0,0,0,
393,0.247226065,42.71860376,0.022640294,2.264029394,0.247226065
,,0,0,0,
899,0.247226065,42.96582983,0.02277132,2.277132047,0.247226065
,,0,0,0,
164,0.257527151,43.22335698,0.022907806,2.290780645,0.257527151
,,0,0,0,
189,0.257527151,43.48088413,0.023044292,2.304429243,0.257527151
,,0,0,0,
215,0.257527151,43.73841128,0.023180778,2.318077841,0.257527151
,,0,0,0,
449,0.257527151,43.99593843,0.023317264,2.331726438,0.257527151
,,0,0,0,
707,0.257527151,44.25346558,0.02345375,2.345375036,0.257527151
,,0,0,0,
927,0.257527151,44.51099273,0.023590236,2.359023634,0.257527151
,,0,0,0,
6,0.267828237,44.77882097,0.023732182,2.373218176,0.267828237
,,0,0,0,
73,0.267828237,45.0466492,0.023874127,2.387412717,0.267828237
,,0,0,0,
271,0.267828237,45.31447744,0.024016073,2.401607259,0.267828237
,,0,0,0,
612,0.267828237,45.58230568,0.024158018,2.415801801,0.267828237
,,0,0,0,
808,0.267828237,45.85013391,0.024299963,2.429996342,0.267828237
,,0,0,0,
914,0.267828237,46.11796215,0.024441909,2.444190884,0.267828237
,,0,0,0,
243,0.278129323,46.39609147,0.024589314,2.458931369,0.278129323
,,0,0,0,
623,0.278129323,46.6742208,0.024736719,2.473671855,0.278129323
,,0,0,0,
39,0.288430409,46.96265121,0.024889583,2.488958284,0.288430409
,,0,0,0,
82,0.288430409,47.25108161,0.025042447,2.504244714,0.288430409
,,0,0,0,
347,0.288430409,47.53951202,0.025195311,2.519531143,0.288430409
,,0,0,0,
570,0.288430409,47.82794243,0.025348176,2.534817573,0.288430409
,,0,0,0,
685,0.288430409,48.11637284,0.02550104,2.550104002,0.288430409
,,0,0,0,
891,0.288430409,48.40480325,0.025653904,2.565390432,0.288430409
,,0,0,0,
125,0.298731495,48.70353474,0.025812228,2.581222805,0.298731495
,,0,0,0,
139,0.298731495,49.00226624,0.025970552,2.597055179,0.298731495
,,0,0,0,
263,0.298731495,49.30099773,0.026128876,2.612887552,0.298731495
,,0,0,0,
303,0.298731495,49.59972923,0.026287199,2.628719925,0.298731495
,,0,0,0,
117,0.309032581,49.90876181,0.026450982,2.645098243,0.309032581
,,0,0,0,
531,0.309032581,50.21779439,0.026614766,2.66147656,0.309032581
,,0,0,0,
724,0.309032581,50.52682697,0.026778549,2.677854877,0.309032581
,,0,0,0,
797,0.309032581,50.83585955,0.026942332,2.694233194,0.309032581
,,0,0,0,
904,0.309032581,51.14489213,0.027106115,2.710611512,0.309032581
,,0,0,0,
236,0.319333667,51.4642258,0.027275358,2.727535773,0.319333667
,,0,0,0,
324,0.319333667,51.78355947,0.0274446,2.744460034,0.319333667
,,0,0,0,
434,0.319333667,52.10289313,0.027613843,2.761384295,0.319333667
,,0,0,0,
553,0.319333667,52.4222268,0.027783086,2.778308557,0.319333667
,,0,0,0,
699,0.319333667,52.74156047,0.027952328,2.795232818,0.319333667
,,0,0,0,
7,0.329634753,53.07119522,0.02812703,2.812703023,0.329634753
,,0,0,0,
41,0.329634753,53.40082997,0.028301732,2.830173228,0.329634753
,,0,0,0,
202,0.329634753,53.73046473,0.028476434,2.847643433,0.329634753
,,0,0,0,
764,0.329634753,54.06009948,0.028651136,2.865113638,0.329634753
,,0,0,0,
813,0.329634753,54.38973423,0.028825838,2.882583843,0.329634753
,,0,0,0,
852,0.329634753,54.71936898,0.02900054,2.900054048,0.329634753
,,0,0,0,
15,0.339935839,55.05930482,0.029180702,2.918070197,0.339935839
,,0,0,0,
120,0.339935839,55.39924066,0.029360863,2.936086346,0.339935839
,,0,0,0,
200,0.339935839,55.7391765,0.029541025,2.954102496,0.339935839
,,0,0,0,
327,0.339935839,56.07911234,0.029721186,2.972118645,0.339935839
,,0,0,0,
412,0.339935839,56.41904818,0.029901348,2.990134794,0.339935839
,,0,0,0,
502,0.339935839,56.75898402,0.030081509,3.008150943,0.339935839
,,0,0,0,
774,0.339935839,57.09891986,0.030261671,3.026167092,0.339935839
,,0,0,0,
25,0.350236925,57.44915678,0.030447292,3.044729185,0.350236925
,,0,0,0,
62,0.350236925,57.79939371,0.030632913,3.063291277,0.350236925
,,0,0,0,
754,0.350236925,58.14963063,0.030818534,3.08185337,0.350236925
,,0,0,0,
832,0.350236925,58.49986756,0.031004155,3.100415463,0.350236925
,,0,0,0,
74,0.360538011,58.86040557,0.031195235,3.1195235,0.360538011
,,0,0,0,
476,0.360538011,59.22094358,0.031386315,3.138631537,0.360538011
,,0,0,0,
770,0.360538011,59.58148159,0.031577396,3.157739574,0.360538011
,,0,0,0,
906,0.360538011,59.9420196,0.031768476,3.176847611,0.360538011
,,0,0,0,
486,0.370839097,60.3128587,0.031965016,3.196501591,0.370839097
,,0,0,0,
505,0.370839097,60.6836978,0.032161556,3.216155572,0.370839097
,,0,0,0,
13,0.381140183,61.06483798,0.032363555,3.236355497,0.381140183
,,0,0,0,
50,0.381140183,61.44597816,0.032565554,3.256555421,0.381140183
,,0,0,0,
541,0.381140183,61.82711834,0.032767553,3.276755346,0.381140183
,,0,0,0,
592,0.381140183,62.20825853,0.032969553,3.296955271,0.381140183
,,0,0,0,
929,0.381140183,62.58939871,0.033171552,3.317155195,0.381140183
,,0,0,0,
60,0.391441269,62.98083998,0.033379011,3.337901064,0.391441269
,,0,0,0,
229,0.391441269,63.37228125,0.033586469,3.358646933,0.391441269
,,0,0,0,
293,0.391441269,63.76372252,0.033793928,3.379392801,0.391441269
,,0,0,0,
313,0.391441269,64.15516379,0.034001387,3.40013867,0.391441269
,,0,0,0,
354,0.391441269,64.54660506,0.034208845,3.420884538,0.391441269
,,0,0,0,
788,0.391441269,64.93804633,0.034416304,3.441630407,0.391441269
,,0,0,0,
9,0.401742355,65.33978868,0.034629222,3.462922219,0.401742355
,,0,0,0,
208,0.401742355,65.74153104,0.03484214,3.484214032,0.401742355
,,0,0,0,
447,0.401742355,66.14327339,0.035055058,3.505505844,0.401742355
,,0,0,0,
868,0.401742355,66.54501575,0.035267977,3.526797657,0.401742355
,,0,0,0,
306,0.412043441,66.95705919,0.035486354,3.548635413,0.412043441
,,0,0,0,
323,0.412043441,67.36910263,0.035704732,3.57047317,0.412043441
,,0,0,0,
759,0.412043441,67.78114607,0.035923109,3.592310926,0.412043441
,,0,0,0,
298,0.422344527,68.2034906,0.036146946,3.614694626,0.422344527
,,0,0,0,
292,0.432645613,68.63613621,0.036376243,3.63762427,0.432645613
,,0,0,0,
330,0.432645613,69.06878182,0.036605539,3.660553915,0.432645613
,,0,0,0,
655,0.432645613,69.50142744,0.036834836,3.683483559,0.432645613
,,0,0,0,
845,0.432645613,69.93407305,0.037064132,3.706413203,0.432645613
,,0,0,0,
224,0.442946699,70.37701975,0.037298888,3.729888791,0.442946699
,,0,0,0,
490,0.442946699,70.81996645,0.037533644,3.753364379,0.442946699
,,0,0,0,
821,0.442946699,71.26291315,0.0377684,3.776839967,0.442946699
,,0,0,0,
889,0.442946699,71.70585985,0.038003156,3.800315556,0.442946699
,,0,0,0,
140,0.453247785,72.15910763,0.038243371,3.824337088,0.453247785
,,0,0,0,
472,0.453247785,72.61235542,0.038483586,3.84835862,0.453247785
,,0,0,0,
484,0.453247785,73.0656032,0.038723802,3.872380152,0.453247785
,,0,0,0,
734,0.453247785,73.51885099,0.038964017,3.896401684,0.453247785
,,0,0,0,
349,0.463548871,73.98239986,0.039209692,3.92096916,0.463548871
,,0,0,0,
473,0.463548871,74.44594873,0.039455366,3.945536636,0.463548871
,,0,0,0,
343,0.473849957,74.91979869,0.039706501,3.970650055,0.473849957
,,0,0,0,
613,0.473849957,75.39364864,0.039957635,3.995763475,0.473849957
,,0,0,0,
735,0.473849957,75.8674986,0.040208769,4.020876895,0.473849957
,,0,0,0,
342,0.484151043,76.35164965,0.040465363,4.046536259,0.484151043
,,0,0,0,
739,0.484151043,76.83580069,0.040721956,4.072195623,0.484151043
,,0,0,0,
748,0.484151043,77.31995173,0.04097855,4.097854986,0.484151043
,,0,0,0,
160,0.494452129,77.81440386,0.041240603,4.124060294,0.494452129
,,0,0,0,
684,0.494452129,78.30885599,0.041502656,4.150265602,0.494452129
,,0,0,0,
766,0.494452129,78.80330812,0.041764709,4.176470909,0.494452129
,,0,0,0,
390,0.504753215,79.30806134,0.042032222,4.203222161,0.504753215
,,0,0,0,
423,0.504753215,79.81281455,0.042299734,4.229973413,0.504753215
,,0,0,0,
498,0.504753215,80.31756777,0.042567247,4.256724664,0.504753215
,,0,0,0,
536,0.504753215,80.82232098,0.042834759,4.283475916,0.504753215
,,0,0,0,
554,0.504753215,81.3270742,0.043102272,4.310227167,0.504753215
,,0,0,0,
649,0.504753215,81.83182741,0.043369784,4.336978419,0.504753215
,,0,0,0,
851,0.504753215,82.33658063,0.043637297,4.36372967,0.504753215
,,0,0,0,
33,0.515054301,82.85163493,0.043910269,4.391026866,0.515054301
,,0,0,0,
228,0.515054301,83.36668923,0.044183241,4.418324061,0.515054301
,,0,0,0,
436,0.525355387,83.89204462,0.044461672,4.446167201,0.525355387
,,0,0,0,
809,0.525355387,84.41740001,0.044740103,4.47401034,0.525355387
,,0,0,0,
162,0.535656473,84.95305648,0.045023994,4.502399423,0.535656473
,,0,0,0,
290,0.535656473,85.48871295,0.045307885,4.530788507,0.535656473
,,0,0,0,
862,0.535656473,86.02436943,0.045591776,4.55917759,0.535656473
,,0,0,0,
842,0.54595756,86.57032699,0.045881126,4.588112617,0.54595756
,,0,0,0,
855,0.54595756,87.11628455,0.046170476,4.617047645,0.54595756
,,0,0,0,
783,0.566559732,87.68284428,0.046470746,4.64707456,0.566559732
,,0,0,0,
575,0.576860818,88.25970509,0.046776474,4.677647419,0.576860818
,,0,0,0,
64,0.587161904,88.846867,0.047087662,4.708766221,0.587161904
,,0,0,0,
165,0.587161904,89.4340289,0.04739885,4.739885024,0.587161904
,,0,0,0,
246,0.587161904,90.02119081,0.047710038,4.771003827,0.587161904
,,0,0,0,
720,0.587161904,90.60835271,0.048021226,4.80212263,0.587161904
,,0,0,0,
827,0.587161904,91.19551461,0.048332414,4.833241433,0.587161904
,,0,0,0,
890,0.587161904,91.78267652,0.048643602,4.864360236,0.587161904
,,0,0,0,
310,0.59746299,92.38013951,0.04896025,4.896024982,0.59746299
,,0,0,0,
680,0.59746299,92.9776025,0.049276897,4.927689729,0.59746299
,,0,0,0,
461,0.607764076,93.58536657,0.049599004,4.95990042,0.607764076
,,0,0,0,
559,0.607764076,94.19313065,0.049921111,4.992111111,0.607764076
,,0,0,0,
584,0.607764076,94.80089472,0.050243218,5.024321801,0.607764076
,,0,0,0,
654,0.607764076,95.4086588,0.050565325,5.056532492,0.607764076
,,0,0,0,
910,0.607764076,96.01642287,0.050887432,5.088743183,0.607764076
,,0,0,0,
385,0.618065162,96.63448804,0.051214998,5.121499817,0.618065162
,,0,0,0,
590,0.618065162,97.2525532,0.051542565,5.154256452,0.618065162
,,0,0,0,
272,0.628366248,97.88091945,0.05187559,5.18755903,0.628366248
,,0,0,0,
501,0.628366248,98.50928569,0.052208616,5.220861609,0.628366248
,,0,0,0,
510,0.628366248,99.13765194,0.052541642,5.254164187,0.628366248
,,0,0,0,
547,0.628366248,99.76601819,0.052874668,5.287466766,0.628366248
,,0,0,0,
566,0.638667334,100.4046855,0.053213153,5.321315288,0.638667334
,,0,0,0,
596,0.638667334,101.0433529,0.053551638,5.35516381,0.638667334
,,0,0,0,
