label,area
2,0.2846894038603883
5,0.2846894038603883
12,0.2846894038603883
14,0.2846894038603883
15,0.2846894038603883
16,0.2846894038603883
17,0.2846894038603883
18,0.2846894038603883
21,0.2846894038603883
23,0.2846894038603883
24,0.2846894038603883
27,0.2846894038603883
30,0.2846894038603883
31,0.2846894038603883
32,0.2846894038603883
33,0.2846894038603883
34,0.2846894038603883
38,0.2846894038603883
40,0.2846894038603883
41,0.2846894038603883
44,0.2846894038603883
45,0.2846894038603883
46,0.2846894038603883
47,0.2846894038603883
48,0.2846894038603883
49,0.2846894038603883
52,0.2846894038603883
53,0.2846894038603883
54,0.2846894038603883
55,0.2846894038603883
62,0.2846894038603883
65,0.2846894038603883
67,0.2846894038603883
69,0.2846894038603883
70,0.2846894038603883
72,0.2846894038603883
73,0.2846894038603883
76,0.2846894038603883
78,0.2846894038603883
79,0.2846894038603883
80,0.2846894038603883
82,0.2846894038603883
87,0.2846894038603883
93,0.2846894038603883
94,0.2846894038603883
96,0.2846894038603883
101,0.2846894038603883
102,0.2846894038603883
106,0.2846894038603883
107,0.2846894038603883
108,0.2846894038603883
109,0.2846894038603883
110,0.2846894038603883
112,0.2846894038603883
113,0.2846894038603883
116,0.2846894038603883
118,0.2846894038603883
120,0.2846894038603883
125,0.2846894038603883
129,0.2846894038603883
131,0.2846894038603883
132,0.2846894038603883
134,0.2846894038603883
135,0.2846894038603883
136,0.2846894038603883
137,0.2846894038603883
139,0.2846894038603883
141,0.2846894038603883
142,0.2846894038603883
144,0.2846894038603883
145,0.2846894038603883
146,0.2846894038603883
147,0.2846894038603883
150,0.2846894038603883
152,0.2846894038603883
155,0.2846894038603883
161,0.2846894038603883
162,0.2846894038603883
163,0.2846894038603883
165,0.2846894038603883
166,0.2846894038603883
168,0.2846894038603883
169,0.2846894038603883
170,0.2846894038603883
174,0.2846894038603883
176,0.2846894038603883
177,0.2846894038603883
178,0.2846894038603883
179,0.2846894038603883
180,0.2846894038603883
181,0.2846894038603883
183,0.2846894038603883
185,0.2846894038603883
187,0.2846894038603883
188,0.2846894038603883
189,0.2846894038603883
191,0.2846894038603883
193,0.2846894038603883
194,0.2846894038603883
199,0.2846894038603883
203,0.2846894038603883
208,0.2846894038603883
210,0.2846894038603883
